日期,黄金ETF_open,黄金ETF_close,纳指ETF_open,纳指ETF_close,创业板ETF_open,创业板ETF_close,黄金ETF_high,黄金ETF_low,黄金ETF_volume,黄金ETF_amount,黄金ETF_source,纳指ETF_high,纳指ETF_low,纳指ETF_volume,纳指ETF_amount,纳指ETF_source,创业板ETF_high,创业板ETF_low,创业板ETF_volume,创业板ETF_amount,创业板ETF_source
2016-04-11,2.592,2.562,0.3072,0.3108,2.148,2.195,2.592,2.562,0,0,Excel导入缓存,0.3108,0.3072,0,0,Excel导入缓存,2.195,2.148,0,0,Excel导入缓存
2016-04-18,2.57,2.594,0.3106,0.3094,2.176,2.038,2.594,2.57,0,0,Excel导入缓存,0.3106,0.3094,0,0,Excel导入缓存,2.176,2.038,0,0,Excel导入缓存
2016-04-25,2.571,2.661,0.3066,0.301,2.027,2.033,2.661,2.571,0,0,Excel导入缓存,0.3066,0.301,0,0,Excel导入缓存,2.033,2.027,0,0,Excel导入缓存
2016-05-02,2.7,2.682,0.301,0.2988,2.036,2.018,2.7,2.682,0,0,Excel导入缓存,0.301,0.2988,0,0,Excel导入缓存,2.036,2.018,0,0,Excel导入缓存
2016-05-09,2.686,2.683,0.2988,0.2996,2.002,1.92,2.686,2.683,0,0,Excel导入缓存,0.2996,0.2988,0,0,Excel导入缓存,2.002,1.92,0,0,Excel导入缓存
2016-05-16,2.682,2.639,0.2996,0.3004,1.914,1.961,2.682,2.639,0,0,Excel导入缓存,0.3004,0.2996,0,0,Excel导入缓存,1.961,1.914,0,0,Excel导入缓存
2016-05-23,2.644,2.58,0.302,0.3106,1.967,1.968,2.644,2.58,0,0,Excel导入缓存,0.3106,0.302,0,0,Excel导入缓存,1.968,1.967,0,0,Excel导入缓存
2016-05-30,2.55,2.573,0.311,0.3138,1.964,2.109,2.573,2.55,0,0,Excel导入缓存,0.3138,0.311,0,0,Excel导入缓存,2.109,1.964,0,0,Excel导入缓存
2016-06-06,2.625,2.646,0.313,0.312,2.109,2.092,2.646,2.625,0,0,Excel导入缓存,0.313,0.312,0,0,Excel导入缓存,2.109,2.092,0,0,Excel导入缓存
2016-06-13,2.693,2.714,0.311,0.31,2.065,2.034,2.714,2.693,0,0,Excel导入缓存,0.311,0.31,0,0,Excel导入缓存,2.065,2.034,0,0,Excel导入缓存
2016-06-20,2.72,2.804,0.31,0.306,2.033,2.043,2.804,2.72,0,0,Excel导入缓存,0.31,0.306,0,0,Excel导入缓存,2.043,2.033,0,0,Excel导入缓存
2016-06-27,2.827,2.859,0.3018,0.31,2.03,2.116,2.859,2.827,0,0,Excel导入缓存,0.31,0.3018,0,0,Excel导入缓存,2.116,2.03,0,0,Excel导入缓存
2016-07-04,2.904,2.918,0.3104,0.314,2.103,2.145,2.918,2.904,0,0,Excel导入缓存,0.314,0.3104,0,0,Excel导入缓存,2.145,2.103,0,0,Excel导入缓存
2016-07-11,2.945,2.876,0.3168,0.3242,2.147,2.164,2.945,2.876,0,0,Excel导入缓存,0.3242,0.3168,0,0,Excel导入缓存,2.164,2.147,0,0,Excel导入缓存
2016-07-18,2.864,2.845,0.324,0.3274,2.162,2.154,2.864,2.845,0,0,Excel导入缓存,0.3274,0.324,0,0,Excel导入缓存,2.162,2.154,0,0,Excel导入缓存
2016-07-25,2.826,2.859,0.3284,0.333,2.147,2.031,2.859,2.826,0,0,Excel导入缓存,0.333,0.3284,0,0,Excel导入缓存,2.147,2.031,0,0,Excel导入缓存
2016-08-01,2.881,2.918,0.3484,0.3336,2.024,2.022,2.918,2.881,0,0,Excel导入缓存,0.3484,0.3336,0,0,Excel导入缓存,2.024,2.022,0,0,Excel导入缓存
2016-08-08,2.869,2.87,0.3356,0.3408,2.019,2.035,2.87,2.869,0,0,Excel导入缓存,0.3408,0.3356,0,0,Excel导入缓存,2.035,2.019,0,0,Excel导入缓存
2016-08-15,2.864,2.877,0.3402,0.3382,2.035,2.112,2.877,2.864,0,0,Excel导入缓存,0.3402,0.3382,0,0,Excel导入缓存,2.112,2.035,0,0,Excel导入缓存
2016-08-22,2.859,2.841,0.3378,0.3398,2.112,2.095,2.859,2.841,0,0,Excel导入缓存,0.3398,0.3378,0,0,Excel导入缓存,2.112,2.095,0,0,Excel导入缓存
2016-08-29,2.83,2.821,0.3398,0.3388,2.089,2.081,2.83,2.821,0,0,Excel导入缓存,0.3398,0.3388,0,0,Excel导入缓存,2.089,2.081,0,0,Excel导入缓存
2016-09-05,2.843,2.871,0.3418,0.343,2.081,2.109,2.871,2.843,0,0,Excel导入缓存,0.343,0.3418,0,0,Excel导入缓存,2.109,2.081,0,0,Excel导入缓存
2016-09-12,2.855,2.843,0.336,0.3344,2.075,2.051,2.855,2.843,0,0,Excel导入缓存,0.336,0.3344,0,0,Excel导入缓存,2.075,2.051,0,0,Excel导入缓存
2016-09-19,2.826,2.863,0.3372,0.3546,2.054,2.065,2.863,2.826,0,0,Excel导入缓存,0.3546,0.3372,0,0,Excel导入缓存,2.065,2.054,0,0,Excel导入缓存
2016-09-26,2.869,2.843,0.3472,0.3414,2.061,2.062,2.869,2.843,0,0,Excel导入缓存,0.3472,0.3414,0,0,Excel导入缓存,2.062,2.061,0,0,Excel导入缓存
2016-10-10,2.729,2.724,0.3428,0.3468,2.071,2.104,2.729,2.724,0,0,Excel导入缓存,0.3468,0.3428,0,0,Excel导入缓存,2.104,2.071,0,0,Excel导入缓存
2016-10-17,2.722,2.752,0.3468,0.3456,2.104,2.09,2.752,2.722,0,0,Excel导入缓存,0.3468,0.3456,0,0,Excel导入缓存,2.104,2.09,0,0,Excel导入缓存
2016-10-24,2.756,2.775,0.3458,0.3474,2.09,2.071,2.775,2.756,0,0,Excel导入缓存,0.3474,0.3458,0,0,Excel导入缓存,2.09,2.071,0,0,Excel导入缓存
2016-10-31,2.787,2.805,0.3466,0.3412,2.07,2.056,2.805,2.787,0,0,Excel导入缓存,0.3466,0.3412,0,0,Excel导入缓存,2.07,2.056,0,0,Excel导入缓存
2016-11-07,2.806,2.768,0.3418,0.3418,2.054,2.06,2.806,2.768,0,0,Excel导入缓存,0.3418,0.3418,0,0,Excel导入缓存,2.06,2.054,0,0,Excel导入缓存
2016-11-14,2.675,2.687,0.3426,0.352,2.057,2.07,2.687,2.675,0,0,Excel导入缓存,0.352,0.3426,0,0,Excel导入缓存,2.07,2.057,0,0,Excel导入缓存
2016-11-21,2.696,2.66,0.3506,0.36,2.065,2.076,2.696,2.66,0,0,Excel导入缓存,0.36,0.3506,0,0,Excel导入缓存,2.076,2.065,0,0,Excel导入缓存
2016-11-28,2.687,2.639,0.36,0.351,2.079,2.055,2.687,2.639,0,0,Excel导入缓存,0.36,0.351,0,0,Excel导入缓存,2.079,2.055,0,0,Excel导入缓存
2016-12-05,2.64,2.643,0.351,0.357,2.045,2.013,2.643,2.64,0,0,Excel导入缓存,0.357,0.351,0,0,Excel导入缓存,2.045,2.013,0,0,Excel导入缓存
2016-12-12,2.64,2.602,0.358,0.364,2.01,1.908,2.64,2.602,0,0,Excel导入缓存,0.364,0.358,0,0,Excel导入缓存,2.01,1.908,0,0,Excel导入缓存
2016-12-19,2.614,2.583,0.3634,0.3672,1.907,1.874,2.614,2.583,0,0,Excel导入缓存,0.3672,0.3634,0,0,Excel导入缓存,1.907,1.874,0,0,Excel导入缓存
2016-12-26,2.586,2.636,0.3678,0.3634,1.869,1.881,2.636,2.586,0,0,Excel导入缓存,0.3678,0.3634,0,0,Excel导入缓存,1.881,1.869,0,0,Excel导入缓存
2017-01-02,2.635,2.633,0.3612,0.3624,1.882,1.886,2.635,2.633,0,0,Excel导入缓存,0.3624,0.3612,0,0,Excel导入缓存,1.886,1.882,0,0,Excel导入缓存
2017-01-09,2.638,2.663,0.3644,0.3674,1.883,1.82,2.663,2.638,0,0,Excel导入缓存,0.3674,0.3644,0,0,Excel导入缓存,1.883,1.82,0,0,Excel导入缓存
2017-01-16,2.667,2.668,0.3678,0.3664,1.82,1.801,2.668,2.667,0,0,Excel导入缓存,0.3678,0.3664,0,0,Excel导入缓存,1.82,1.801,0,0,Excel导入缓存
2017-01-23,2.686,2.641,0.366,0.3762,1.798,1.804,2.686,2.641,0,0,Excel导入缓存,0.3762,0.366,0,0,Excel导入缓存,1.804,1.798,0,0,Excel导入缓存
2017-02-02,2.678,2.675,0.3728,0.3736,1.806,1.802,2.678,2.675,0,0,Excel导入缓存,0.3736,0.3728,0,0,Excel导入缓存,1.806,1.802,0,0,Excel导入缓存
2017-02-06,2.696,2.713,0.3742,0.3826,1.799,1.824,2.713,2.696,0,0,Excel导入缓存,0.3826,0.3742,0,0,Excel导入缓存,1.824,1.799,0,0,Excel导入缓存
2017-02-13,2.725,2.736,0.3836,0.386,1.82,1.801,2.736,2.725,0,0,Excel导入缓存,0.386,0.3836,0,0,Excel导入缓存,1.82,1.801,0,0,Excel导入缓存
2017-02-20,2.73,2.775,0.387,0.3916,1.804,1.859,2.775,2.73,0,0,Excel导入缓存,0.3916,0.387,0,0,Excel导入缓存,1.859,1.804,0,0,Excel导入缓存
2017-02-27,2.781,2.737,0.3916,0.3954,1.859,1.849,2.781,2.737,0,0,Excel导入缓存,0.3954,0.3916,0,0,Excel导入缓存,1.859,1.849,0,0,Excel导入缓存
2017-03-06,2.743,2.691,0.3954,0.3992,1.848,1.868,2.743,2.691,0,0,Excel导入缓存,0.3992,0.3954,0,0,Excel导入缓存,1.868,1.848,0,0,Excel导入缓存
2017-03-13,2.702,2.753,0.4008,0.4066,1.864,1.862,2.753,2.702,0,0,Excel导入缓存,0.4066,0.4008,0,0,Excel导入缓存,1.864,1.862,0,0,Excel导入缓存
2017-03-20,2.759,2.773,0.4068,0.3912,1.863,1.882,2.773,2.759,0,0,Excel导入缓存,0.4068,0.3912,0,0,Excel导入缓存,1.882,1.863,0,0,Excel导入缓存
2017-03-27,2.796,2.761,0.3906,0.4014,1.878,1.826,2.796,2.761,0,0,Excel导入缓存,0.4014,0.3906,0,0,Excel导入缓存,1.878,1.826,0,0,Excel导入缓存
2017-04-04,2.784,2.82,0.4,0.3926,1.831,1.865,2.82,2.784,0,0,Excel导入缓存,0.4,0.3926,0,0,Excel导入缓存,1.865,1.831,0,0,Excel导入缓存
2017-04-10,2.799,2.859,0.3928,0.387,1.865,1.81,2.859,2.799,0,0,Excel导入缓存,0.3928,0.387,0,0,Excel导入缓存,1.865,1.81,0,0,Excel导入缓存
2017-04-17,2.861,2.827,0.3864,0.3938,1.806,1.761,2.861,2.827,0,0,Excel导入缓存,0.3938,0.3864,0,0,Excel导入缓存,1.806,1.761,0,0,Excel导入缓存
2017-04-24,2.825,2.813,0.394,0.404,1.759,1.777,2.825,2.813,0,0,Excel导入缓存,0.404,0.394,0,0,Excel导入缓存,1.777,1.759,0,0,Excel导入缓存
2017-05-02,2.792,2.745,0.407,0.4062,1.775,1.743,2.792,2.745,0,0,Excel导入缓存,0.407,0.4062,0,0,Excel导入缓存,1.775,1.743,0,0,Excel导入缓存
2017-05-08,2.745,2.739,0.408,0.4106,1.735,1.698,2.745,2.739,0,0,Excel导入缓存,0.4106,0.408,0,0,Excel导入缓存,1.735,1.698,0,0,Excel导入缓存
2017-05-15,2.74,2.785,0.4108,0.4066,1.701,1.725,2.785,2.74,0,0,Excel导入缓存,0.4108,0.4066,0,0,Excel导入缓存,1.725,1.701,0,0,Excel导入缓存
2017-05-22,2.785,2.787,0.4084,0.4218,1.723,1.689,2.787,2.785,0,0,Excel导入缓存,0.4218,0.4084,0,0,Excel导入缓存,1.723,1.689,0,0,Excel导入缓存
2017-05-31,2.786,2.771,0.4216,0.4234,1.719,1.678,2.786,2.771,0,0,Excel导入缓存,0.4234,0.4216,0,0,Excel导入缓存,1.719,1.678,0,0,Excel导入缓存
2017-06-05,2.81,2.779,0.428,0.4248,1.681,1.725,2.81,2.779,0,0,Excel导入缓存,0.428,0.4248,0,0,Excel导入缓存,1.725,1.681,0,0,Excel导入缓存
2017-06-12,2.77,2.754,0.4152,0.4102,1.715,1.739,2.77,2.754,0,0,Excel导入缓存,0.4152,0.4102,0,0,Excel导入缓存,1.739,1.715,0,0,Excel导入缓存
2017-06-19,2.754,2.765,0.4098,0.4142,1.737,1.737,2.765,2.754,0,0,Excel导入缓存,0.4142,0.4098,0,0,Excel导入缓存,1.737,1.737,0,0,Excel导入缓存
2017-06-26,2.766,2.715,0.4156,0.4028,1.734,1.748,2.766,2.715,0,0,Excel导入缓存,0.4156,0.4028,0,0,Excel导入缓存,1.748,1.734,0,0,Excel导入缓存
2017-07-03,2.709,2.687,0.4024,0.3996,1.747,1.75,2.709,2.687,0,0,Excel导入缓存,0.4024,0.3996,0,0,Excel导入缓存,1.75,1.747,0,0,Excel导入缓存
2017-07-10,2.663,2.675,0.4026,0.4114,1.745,1.662,2.675,2.663,0,0,Excel导入缓存,0.4114,0.4026,0,0,Excel导入缓存,1.745,1.662,0,0,Excel导入缓存
2017-07-17,2.698,2.725,0.4138,0.4188,1.647,1.591,2.725,2.698,0,0,Excel导入缓存,0.4188,0.4138,0,0,Excel导入缓存,1.647,1.591,0,0,Excel导入缓存
2017-07-24,2.739,2.735,0.4188,0.416,1.589,1.647,2.739,2.735,0,0,Excel导入缓存,0.4188,0.416,0,0,Excel导入缓存,1.647,1.589,0,0,Excel导入缓存
2017-07-31,2.749,2.749,0.4162,0.415,1.645,1.636,2.749,2.749,0,0,Excel导入缓存,0.4162,0.415,0,0,Excel导入缓存,1.645,1.636,0,0,Excel导入缓存
2017-08-07,2.727,2.761,0.4154,0.4062,1.636,1.659,2.761,2.727,0,0,Excel导入缓存,0.4154,0.4062,0,0,Excel导入缓存,1.659,1.636,0,0,Excel导入缓存
2017-08-14,2.761,2.763,0.408,0.4088,1.664,1.733,2.763,2.761,0,0,Excel导入缓存,0.4088,0.408,0,0,Excel导入缓存,1.733,1.664,0,0,Excel导入缓存
2017-08-21,2.751,2.749,0.4082,0.41,1.737,1.723,2.751,2.749,0,0,Excel导入缓存,0.41,0.4082,0,0,Excel导入缓存,1.737,1.723,0,0,Excel导入缓存
2017-08-28,2.757,2.774,0.4098,0.4138,1.729,1.776,2.774,2.757,0,0,Excel导入缓存,0.4138,0.4098,0,0,Excel导入缓存,1.776,1.729,0,0,Excel导入缓存
2017-09-04,2.794,2.794,0.4118,0.4078,1.773,1.791,2.794,2.794,0,0,Excel导入缓存,0.4118,0.4078,0,0,Excel导入缓存,1.791,1.773,0,0,Excel导入缓存
2017-09-11,2.783,2.781,0.407,0.4098,1.79,1.782,2.783,2.781,0,0,Excel导入缓存,0.4098,0.407,0,0,Excel导入缓存,1.79,1.782,0,0,Excel导入缓存
2017-09-18,2.77,2.738,0.4102,0.4102,1.782,1.773,2.77,2.738,0,0,Excel导入缓存,0.4102,0.4102,0,0,Excel导入缓存,1.782,1.773,0,0,Excel导入缓存
2017-09-25,2.735,2.743,0.411,0.4142,1.77,1.78,2.743,2.735,0,0,Excel导入缓存,0.4142,0.411,0,0,Excel导入缓存,1.78,1.77,0,0,Excel导入缓存
2017-10-09,2.732,2.734,0.4208,0.4204,1.797,1.84,2.734,2.732,0,0,Excel导入缓存,0.4208,0.4204,0,0,Excel导入缓存,1.84,1.797,0,0,Excel导入缓存
2017-10-16,2.742,2.724,0.4212,0.4246,1.84,1.794,2.742,2.724,0,0,Excel导入缓存,0.4246,0.4212,0,0,Excel导入缓存,1.84,1.794,0,0,Excel导入缓存
2017-10-23,2.71,2.706,0.425,0.425,1.791,1.801,2.71,2.706,0,0,Excel导入缓存,0.425,0.425,0,0,Excel导入缓存,1.801,1.791,0,0,Excel导入缓存
2017-10-30,2.711,2.713,0.4324,0.4358,1.801,1.732,2.713,2.711,0,0,Excel导入缓存,0.4358,0.4324,0,0,Excel导入缓存,1.801,1.732,0,0,Excel导入缓存
2017-11-06,2.709,2.735,0.4372,0.4392,1.732,1.8,2.735,2.709,0,0,Excel导入缓存,0.4392,0.4372,0,0,Excel导入缓存,1.8,1.732,0,0,Excel导入缓存
2017-11-13,2.728,2.728,0.4388,0.4406,1.799,1.723,2.728,2.728,0,0,Excel导入缓存,0.4406,0.4388,0,0,Excel导入缓存,1.799,1.723,0,0,Excel导入缓存
2017-11-20,2.742,2.733,0.44,0.4414,1.719,1.678,2.742,2.733,0,0,Excel导入缓存,0.4414,0.44,0,0,Excel导入缓存,1.719,1.678,0,0,Excel导入缓存
2017-11-27,2.727,2.703,0.442,0.4484,1.671,1.687,2.727,2.703,0,0,Excel导入缓存,0.4484,0.442,0,0,Excel导入缓存,1.687,1.671,0,0,Excel导入缓存
2017-12-04,2.701,2.651,0.4482,0.442,1.683,1.675,2.701,2.651,0,0,Excel导入缓存,0.4482,0.442,0,0,Excel导入缓存,1.683,1.675,0,0,Excel导入缓存
2017-12-11,2.65,2.673,0.4422,0.4464,1.682,1.673,2.673,2.65,0,0,Excel导入缓存,0.4464,0.4422,0,0,Excel导入缓存,1.682,1.673,0,0,Excel导入缓存
2017-12-18,2.673,2.678,0.4514,0.454,1.673,1.663,2.678,2.673,0,0,Excel导入缓存,0.454,0.4514,0,0,Excel导入缓存,1.673,1.663,0,0,Excel导入缓存
2017-12-25,2.691,2.71,0.453,0.4458,1.662,1.644,2.71,2.691,0,0,Excel导入缓存,0.453,0.4458,0,0,Excel导入缓存,1.662,1.644,0,0,Excel导入缓存
2018-01-02,2.722,2.728,0.4438,0.4502,1.65,1.696,2.728,2.722,0,0,Excel导入缓存,0.4502,0.4438,0,0,Excel导入缓存,1.696,1.65,0,0,Excel导入缓存
2018-01-08,2.73,2.774,0.4526,0.4624,1.694,1.685,2.774,2.73,0,0,Excel导入缓存,0.4624,0.4526,0,0,Excel导入缓存,1.694,1.685,0,0,Excel导入缓存
2018-01-15,2.783,2.751,0.4622,0.4626,1.68,1.63,2.783,2.751,0,0,Excel导入缓存,0.4626,0.4622,0,0,Excel导入缓存,1.68,1.63,0,0,Excel导入缓存
2018-01-22,2.758,2.767,0.4636,0.464,1.623,1.72,2.767,2.758,0,0,Excel导入缓存,0.464,0.4636,0,0,Excel导入缓存,1.72,1.623,0,0,Excel导入缓存
2018-01-29,2.759,2.732,0.4682,0.4588,1.72,1.607,2.759,2.732,0,0,Excel导入缓存,0.4682,0.4588,0,0,Excel导入缓存,1.72,1.607,0,0,Excel导入缓存
2018-02-05,2.712,2.691,0.449,0.4184,1.586,1.502,2.712,2.691,0,0,Excel导入缓存,0.449,0.4184,0,0,Excel导入缓存,1.586,1.502,0,0,Excel导入缓存
2018-02-12,2.683,2.731,0.4228,0.4386,1.515,1.549,2.731,2.683,0,0,Excel导入缓存,0.4386,0.4228,0,0,Excel导入缓存,1.549,1.515,0,0,Excel导入缓存
2018-02-22,2.707,2.712,0.4462,0.4512,1.563,1.572,2.712,2.707,0,0,Excel导入缓存,0.4512,0.4462,0,0,Excel导入缓存,1.572,1.563,0,0,Excel导入缓存
2018-02-26,2.714,2.701,0.4564,0.4506,1.585,1.669,2.714,2.701,0,0,Excel导入缓存,0.4564,0.4506,0,0,Excel导入缓存,1.669,1.585,0,0,Excel导入缓存
2018-03-05,2.71,2.701,0.4542,0.464,1.678,1.755,2.71,2.701,0,0,Excel导入缓存,0.464,0.4542,0,0,Excel导入缓存,1.755,1.678,0,0,Excel导入缓存
2018-03-12,2.701,2.687,0.474,0.4676,1.773,1.716,2.701,2.687,0,0,Excel导入缓存,0.474,0.4676,0,0,Excel导入缓存,1.773,1.716,0,0,Excel导入缓存
2018-03-19,2.682,2.742,0.4676,0.4416,1.712,1.622,2.742,2.682,0,0,Excel导入缓存,0.4676,0.4416,0,0,Excel导入缓存,1.712,1.622,0,0,Excel导入缓存
2018-03-26,2.743,2.693,0.4324,0.4386,1.609,1.791,2.743,2.693,0,0,Excel导入缓存,0.4386,0.4324,0,0,Excel导入缓存,1.791,1.609,0,0,Excel导入缓存
2018-04-02,2.698,2.712,0.4378,0.426,1.805,1.732,2.712,2.698,0,0,Excel导入缓存,0.4378,0.426,0,0,Excel导入缓存,1.805,1.732,0,0,Excel导入缓存
2018-04-09,2.707,2.714,0.4264,0.4406,1.732,1.721,2.714,2.707,0,0,Excel导入缓存,0.4406,0.4264,0,0,Excel导入缓存,1.732,1.721,0,0,Excel导入缓存
2018-04-16,2.728,2.721,0.439,0.447,1.722,1.684,2.728,2.721,0,0,Excel导入缓存,0.447,0.439,0,0,Excel导入缓存,1.722,1.684,0,0,Excel导入缓存
2018-04-23,2.707,2.692,0.4418,0.447,1.684,1.707,2.707,2.692,0,0,Excel导入缓存,0.447,0.4418,0,0,Excel导入缓存,1.707,1.684,0,0,Excel导入缓存
2018-05-02,2.681,2.687,0.447,0.4456,1.711,1.712,2.687,2.681,0,0,Excel导入缓存,0.447,0.4456,0,0,Excel导入缓存,1.712,1.711,0,0,Excel导入缓存
2018-05-07,2.7,2.694,0.454,0.4632,1.717,1.734,2.7,2.694,0,0,Excel导入缓存,0.4632,0.454,0,0,Excel导入缓存,1.734,1.717,0,0,Excel导入缓存
2018-05-14,2.694,2.644,0.4634,0.4616,1.732,1.731,2.694,2.644,0,0,Excel导入缓存,0.4634,0.4616,0,0,Excel导入缓存,1.732,1.731,0,0,Excel导入缓存
2018-05-21,2.649,2.678,0.462,0.4656,1.742,1.705,2.678,2.649,0,0,Excel导入缓存,0.4656,0.462,0,0,Excel导入缓存,1.742,1.705,0,0,Excel导入缓存
2018-05-28,2.67,2.679,0.4654,0.4684,1.702,1.62,2.679,2.67,0,0,Excel导入缓存,0.4684,0.4654,0,0,Excel导入缓存,1.702,1.62,0,0,Excel导入缓存
2018-06-04,2.671,2.664,0.475,0.4808,1.624,1.62,2.671,2.664,0,0,Excel导入缓存,0.4808,0.475,0,0,Excel导入缓存,1.624,1.62,0,0,Excel导入缓存
2018-06-11,2.67,2.681,0.481,0.4944,1.617,1.554,2.681,2.67,0,0,Excel导入缓存,0.4944,0.481,0,0,Excel导入缓存,1.617,1.554,0,0,Excel导入缓存
2018-06-19,2.678,2.653,0.4944,0.4974,1.535,1.466,2.678,2.653,0,0,Excel导入缓存,0.4974,0.4944,0,0,Excel导入缓存,1.535,1.466,0,0,Excel导入缓存
2018-06-25,2.663,2.662,0.494,0.4898,1.479,1.524,2.663,2.662,0,0,Excel导入缓存,0.494,0.4898,0,0,Excel导入缓存,1.524,1.479,0,0,Excel导入缓存
2018-07-02,2.665,2.68,0.4896,0.4996,1.522,1.464,2.68,2.665,0,0,Excel导入缓存,0.4996,0.4896,0,0,Excel导入缓存,1.522,1.464,0,0,Excel导入缓存
2018-07-09,2.678,2.665,0.5078,0.5206,1.474,1.542,2.678,2.665,0,0,Excel导入缓存,0.5206,0.5078,0,0,Excel导入缓存,1.542,1.474,0,0,Excel导入缓存
2018-07-16,2.668,2.655,0.52,0.5222,1.536,1.535,2.668,2.655,0,0,Excel导入缓存,0.5222,0.52,0,0,Excel导入缓存,1.536,1.535,0,0,Excel导入缓存
2018-07-23,2.667,2.67,0.5192,0.5336,1.534,1.518,2.67,2.667,0,0,Excel导入缓存,0.5336,0.5192,0,0,Excel导入缓存,1.534,1.518,0,0,Excel导入缓存
2018-07-30,2.67,2.663,0.5226,0.541,1.514,1.414,2.67,2.663,0,0,Excel导入缓存,0.541,0.5226,0,0,Excel导入缓存,1.514,1.414,0,0,Excel导入缓存
2018-08-06,2.665,2.656,0.5382,0.5334,1.405,1.437,2.665,2.656,0,0,Excel导入缓存,0.5382,0.5334,0,0,Excel导入缓存,1.437,1.405,0,0,Excel导入缓存
2018-08-13,2.664,2.599,0.5298,0.5338,1.422,1.369,2.664,2.599,0,0,Excel导入缓存,0.5338,0.5298,0,0,Excel导入缓存,1.422,1.369,0,0,Excel导入缓存
2018-08-20,2.608,2.628,0.5344,0.5334,1.363,1.382,2.628,2.608,0,0,Excel导入缓存,0.5344,0.5334,0,0,Excel导入缓存,1.382,1.363,0,0,Excel导入缓存
2018-08-27,2.638,2.646,0.5356,0.548,1.387,1.369,2.646,2.638,0,0,Excel导入缓存,0.548,0.5356,0,0,Excel导入缓存,1.387,1.369,0,0,Excel导入缓存
2018-09-03,2.64,2.642,0.5486,0.5326,1.364,1.36,2.642,2.64,0,0,Excel导入缓存,0.5486,0.5326,0,0,Excel导入缓存,1.364,1.36,0,0,Excel导入缓存
2018-09-10,2.637,2.656,0.532,0.5442,1.353,1.304,2.656,2.637,0,0,Excel导入缓存,0.5442,0.532,0,0,Excel导入缓存,1.353,1.304,0,0,Excel导入缓存
2018-09-17,2.645,2.658,0.5428,0.544,1.296,1.343,2.658,2.645,0,0,Excel导入缓存,0.544,0.5428,0,0,Excel导入缓存,1.343,1.296,0,0,Excel导入缓存
2018-09-25,2.648,2.624,0.5404,0.5508,1.333,1.346,2.648,2.624,0,0,Excel导入缓存,0.5508,0.5404,0,0,Excel导入缓存,1.346,1.333,0,0,Excel导入缓存
2018-10-08,2.65,2.701,0.5324,0.5124,1.317,1.206,2.701,2.65,0,0,Excel导入缓存,0.5324,0.5124,0,0,Excel导入缓存,1.317,1.206,0,0,Excel导入缓存
2018-10-15,2.715,2.735,0.515,0.5196,1.205,1.189,2.735,2.715,0,0,Excel导入缓存,0.5196,0.515,0,0,Excel导入缓存,1.205,1.189,0,0,Excel导入缓存
2018-10-22,2.732,2.758,0.5152,0.4976,1.22,1.203,2.758,2.732,0,0,Excel导入缓存,0.5152,0.4976,0,0,Excel导入缓存,1.22,1.203,0,0,Excel导入缓存
2018-10-29,2.758,2.731,0.498,0.5098,1.205,1.291,2.758,2.731,0,0,Excel导入缓存,0.5098,0.498,0,0,Excel导入缓存,1.291,1.205,0,0,Excel导入缓存
2018-11-05,2.731,2.719,0.5018,0.5148,1.284,1.26,2.731,2.719,0,0,Excel导入缓存,0.5148,0.5018,0,0,Excel导入缓存,1.284,1.26,0,0,Excel导入缓存
2018-11-12,2.702,2.707,0.5096,0.4946,1.258,1.332,2.707,2.702,0,0,Excel导入缓存,0.5096,0.4946,0,0,Excel导入缓存,1.332,1.258,0,0,Excel导入缓存
2018-11-19,2.718,2.731,0.4944,0.4722,1.328,1.248,2.731,2.718,0,0,Excel导入缓存,0.4944,0.4722,0,0,Excel导入缓存,1.328,1.248,0,0,Excel导入缓存
2018-11-26,2.727,2.732,0.4726,0.4986,1.247,1.264,2.732,2.727,0,0,Excel导入缓存,0.4986,0.4726,0,0,Excel导入缓存,1.264,1.247,0,0,Excel导入缓存
2018-12-03,2.721,2.738,0.5112,0.4882,1.301,1.275,2.738,2.721,0,0,Excel导入缓存,0.5112,0.4882,0,0,Excel导入缓存,1.301,1.275,0,0,Excel导入缓存
2018-12-10,2.758,2.743,0.4736,0.482,1.269,1.248,2.758,2.743,0,0,Excel导入缓存,0.482,0.4736,0,0,Excel导入缓存,1.269,1.248,0,0,Excel导入缓存
2018-12-17,2.744,2.788,0.477,0.4534,1.242,1.213,2.788,2.744,0,0,Excel导入缓存,0.477,0.4534,0,0,Excel导入缓存,1.242,1.213,0,0,Excel导入缓存
2018-12-24,2.798,2.826,0.4404,0.4488,1.212,1.194,2.826,2.798,0,0,Excel导入缓存,0.4488,0.4404,0,0,Excel导入缓存,1.212,1.194,0,0,Excel导入缓存
2018-12-31,2.821,2.855,0.4536,0.445,1.198,1.195,2.855,2.821,0,0,Excel导入缓存,0.4536,0.445,0,0,Excel导入缓存,1.198,1.195,0,0,Excel导入缓存
2019-01-07,2.84,2.805,0.461,0.4656,1.197,1.209,2.84,2.805,0,0,Excel导入缓存,0.4656,0.461,0,0,Excel导入缓存,1.209,1.197,0,0,Excel导入缓存
2019-01-14,2.8,2.811,0.4638,0.4758,1.21,1.216,2.811,2.8,0,0,Excel导入缓存,0.4758,0.4638,0,0,Excel导入缓存,1.216,1.21,0,0,Excel导入缓存
